INSTNM,CITY,STABBR,ZIP,LATITUDE,LONGITUDE,C150_4,REGION,TUITIONFEE_IN,TUITIONFEE_OUT
Binghamton University,Vestal,NY,13850-6000,42.087868,-75.966889,0.8365,2,10363.0,29453.0
University at Buffalo,Buffalo,NY,14260-1660,43.000942,-78.789458,0.7341,2,10782.0,30572.0
Stony Brook University,Stony Brook,NY,11794-0701,40.91476,-73.12046,0.7785,2,10560.0,30350.0
SUNY College of Environmental Science and Forestry,Syracuse,NY,13210,43.034765,-76.138724,0.6994,2,9206.0,21036.0
SUNY Polytechnic Institute,Utica,NY,13502,43.137701,-75.229841,0.5918,2,8578.0,20228.0
SUNY Brockport,Brockport,NY,14420-2919,43.211926,-77.947188,0.5664,2,8678.0,15748.0
SUNY Buffalo State University,Buffalo,NY,14222,42.933832,-78.882125,0.3604,2,8486.0,18906.0
State University of New York at Cortland,Cortland,NY,13045-0900,42.598022,-76.188655,0.6825,2,8815.0,18725.0
SUNY at Fredonia,Fredonia,NY,14063-1136,42.452236,-79.337375,0.5348,2,8771.0,19191.0
SUNY College at Geneseo,Geneseo,NY,14454-1465,42.796645,-77.821894,0.7209,2,8966.0,19206.0
State University of New York at New Paltz,New Paltz,NY,12561-2443,41.740936,-74.082188,0.6888,2,8524.0,18434.0
SUNY Oneonta,Oneonta,NY,13820-4015,42.468861,-75.063632,0.7024,2,8812.0,19232.0
State University of New York at Oswego,Oswego,NY,13126,43.454287,-76.540798,0.6037,2,8769.0,18679.0
SUNY College at Potsdam,Potsdam,NY,13676-2294,44.662148,-74.973815,0.4788,2,8712.0,18622.0
SUNY at Purchase College,Purchase,NY,10577-1400,41.047223,-73.701955,0.6156,2,8953.0,18863.0
SUNY Old Westbury,Old Westbury,NY,11568-0210,40.799021,-73.571907,0.4659,2,8379.0,18289.0
SUNY College at Plattsburgh,Plattsburgh,NY,12901-2681,44.69293,-73.466536,0.5884,2,8881.0,18791.0
Empire State University,Saratoga Springs,NY,12866-4391,43.077283,-73.782484,0.2932,2,7630.0,17540.0
SUNY Maritime College,Throggs Neck,NY,10465-4198,40.807217,-73.795309,0.7485,2,8540.0,18450.0
Syracuse University,Syracuse,NY,13244,43.036644,-76.133989,0.8135,2,63061.0,63061.0
Talmudical Seminary Oholei Torah,Brooklyn,NY,11213,40.670089,-73.945759,0.1395,2,8000.0,8000.0
Talmudical Institute of Upstate New York,Rochester,NY,14618-3046,43.147062,-77.574943,0.1667,2,6150.0,6150.0
Torah Temimah Talmudical Seminary,Staten Island,NY,10312,40.557785,-74.168769,0.0952,2,9600.0,9600.0
Touro University,New York,NY,10036,40.757267,-73.980813,0.6496,2,21810.0,21810.0
Trocaire College,Buffalo,NY,14220-2094,42.846693,-78.812398,0.1919,2,19820.0,19820.0
Union College,Schenectady,NY,12308-2311,42.818097,-73.928788,0.8526,2,66456.0,66456.0
United Talmudical Seminary,Brooklyn,NY,11211,40.705687,-73.959113,0.5694,2,14133.0,14133.0
United States Merchant Marine Academy,Kings Point,NY,11024-1634,40.81357,-73.763004,0.8061,0,945.0,945.0
United States Military Academy,West  Point,NY,10996,41.388988,-73.956772,0.8541,0,,
Utica University,Utica,NY,13502-4892,43.096213,-75.272916,0.5547,2,24308.0,24308.0
Vassar College,Poughkeepsie,NY,12604,41.686895,-73.895088,0.8914,2,67805.0,67805.0
Villa Maria College,Buffalo,NY,14225-3999,42.91223,-78.796823,0.3101,2,28670.0,28670.0
School of Visual Arts,New York,NY,10010,40.738809,-73.982359,0.7493,2,49140.0,49140.0
Wagner College,Staten Island,NY,10301-4495,40.615588,-74.092913,0.6814,2,52000.0,52000.0
Webb Institute,Glen Cove,NY,11542-1398,40.884444,-73.644909,0.8077,2,61060.0,61060.0
Wells College,Aurora,NY,13026-0500,42.742943,-76.696028,0.4088,2,35166.0,35166.0
The College of Westchester,White Plains,NY,10606-1200,41.033687,-73.784404,0.3205,2,24705.0,24705.0
Yeshiva Karlin Stolin,Brooklyn,NY,11204-1545,40.624918,-73.983373,0.3333,2,14000.0,14000.0
Yeshiva Derech Chaim,Brooklyn,NY,11218-0000,40.636889,-73.979757,0.1818,2,12700.0,12700.0
Yeshiva of Nitra Rabbinical College,Chester,NY,10918,41.353674,-74.255911,0.1818,2,14000.0,14000.0
Yeshivath Shaar Hatorah,Kew Gardens,NY,11418,40.704048,-73.835009,0.5455,2,19200.0,19200.0
Yeshiva University,New York,NY,10033-3299,40.850605,-73.929873,0.8367,2,49900.0,49900.0
Yeshivath Viznitz,Monsey,NY,10952,41.114682,-74.070243,0.6949,2,9900.0,9900.0
Yeshivath Zichron Moshe,South Fallsburg,NY,12779,41.73048,-74.621823,0.5,2,10880.0,10880.0
Appalachian State University,Boone,NC,28608,36.215536,-81.680583,0.7311,5,7541.0,24537.0
Barton College,Wilson,NC,27893-7000,35.734376,-77.913867,0.5152,5,35600.0,35600.0
Belmont Abbey College,Belmont,NC,28012-1802,35.260651,-81.041315,0.4637,5,19500.0,19500.0
Bennett College,Greensboro,NC,27401-3239,36.067531,-79.77998,0.2063,5,19140.0,19140.0
Brevard College,Brevard,NC,28712,35.236763,-82.729494,0.3902,5,31250.0,31250.0
Cabarrus College of Health Sciences,Concord,NC,28025-3959,35.440038,-80.600824,0.4545,5,16070.0,16070.0
Campbell University,Buies Creek,NC,27506,35.409149,-78.738238,0.5586,5,40410.0,40410.0
Catawba College,Salisbury,NC,28144,35.691443,-80.482751,0.5211,5,33400.0,33400.0
Chowan University,Murfreesboro,NC,27855,36.436258,-77.099141,0.2852,5,27110.0,27110.0
Davidson College,Davidson,NC,28035,35.499767,-80.843979,0.9189,5,60300.0,60300.0
Duke University,Durham,NC,27708,36.001135,-78.937624,0.9583,5,65805.0,65805.0
East Carolina University,Greenville,NC,27858-4353,35.607186,-77.368291,0.6214,5,7361.0,23638.0
Elizabeth City State University,Elizabeth City,NC,27909,36.277978,-76.214041,0.4809,5,3412.0,7412.0
Elon University,Elon,NC,27244-2010,36.104148,-79.50344,0.8296,5,44536.0,44536.0
Fayetteville State University,Fayetteville,NC,28301-4298,35.073641,-78.891696,0.352,5,3969.0,7969.0
Gardner-Webb University,Boiling Springs,NC,28017-0997,35.24732,-81.668141,0.6168,5,33450.0,33450.0
Greensboro College,Greensboro,NC,27401-1875,36.071082,-79.800232,0.4081,5,20400.0,20400.0
Guilford College,Greensboro,NC,27410-4108,36.094233,-79.887737,0.4766,5,41140.0,41140.0
Heritage Bible College,Dunn,NC,28334,35.307368,-78.664393,0.4,5,8688.0,8688.0
High Point University,High Point,NC,27268,35.972035,-79.994675,0.7,5,44208.0,44208.0
Johnson C Smith University,Charlotte,NC,28216-5398,35.243033,-80.857251,0.3414,5,20480.0,20480.0
Lees-McRae College,Banner Elk,NC,28604,36.162477,-81.873371,0.4423,5,31140.0,31140.0
Lenoir-Rhyne University,Hickory,NC,28601,35.739968,-81.327598,0.5105,5,30900.0,30900.0
Livingstone College,Salisbury,NC,28144,35.670877,-80.483956,0.2712,5,18296.0,18296.0
Mars Hill University,Mars Hill,NC,28754,35.82752,-82.551827,0.4193,5,37270.0,37270.0
Meredith College,Raleigh,NC,27607-5298,35.799351,-78.689995,0.6497,5,43936.0,43936.0
Methodist University,Fayetteville,NC,28311-1420,35.135058,-78.874426,0.4015,5,39664.0,39664.0
Miller-Motte College-Wilmington,Wilmington,NC,28405,34.242761,-77.882359,0.1876,5,,
Montreat College,Montreat,NC,28757-1267,35.646577,-82.2976,0.4057,5,33860.0,33860.0
University of Mount Olive,Mount Olive,NC,28365-0919,35.208166,-78.069388,0.4746,5,25950.0,25950.0
North Carolina A & T State University,Greensboro,NC,27411,36.07282,-79.773375,0.5527,5,6748.0,20408.0
University of North Carolina Asheville,Asheville,NC,28804-8510,35.617068,-82.565392,0.5495,5,7461.0,24809.0
University of North Carolina at Chapel Hill,Chapel Hill,NC,27599,35.911769,-79.050969,0.9207,5,8989.0,39330.0
University of North Carolina at Charlotte,Charlotte,NC,28223-0001,35.306022,-80.730919,0.6771,5,7214.0,21876.0
University of North Carolina at Greensboro,Greensboro,NC,27402-6170,36.068236,-79.809414,0.579,5,7593.0,23339.0
North Carolina Central University,Durham,NC,27707,35.974237,-78.898602,0.4597,5,6542.0,19578.0
University of North Carolina School of the Arts,Winston Salem,NC,27127-2738,36.076183,-80.235672,0.7919,5,9477.0,27211.0
North Carolina State University at Raleigh,Raleigh,NC,27695-7001,35.785111,-78.674517,0.8464,5,8895.0,31767.0
North Carolina Wesleyan University,Rocky Mount,NC,27804,36.019665,-77.773982,0.4043,5,35536.0,35536.0
University of North Carolina Wilmington,Wilmington,NC,28403-5963,34.225223,-77.875527,0.7073,5,7317.0,22985.0
William Peace University,Raleigh,NC,27604-1194,35.789139,-78.637697,0.4433,5,33150.0,33150.0
University of North Carolina at Pembroke,Pembroke,NC,28372-1510,34.688313,-79.200347,0.4452,5,3571.0,7571.0
Pfeiffer University,Misenheimer,NC,28109-0960,35.484696,-80.283168,0.426,5,33930.0,33930.0
Queens University of Charlotte,Charlotte,NC,28274,35.189051,-80.833509,0.6588,5,43285.0,43285.0
Mid-Atlantic Christian University,Elizabeth City,NC,27909-4054,36.303812,-76.216483,0.4259,5,17280.0,17280.0
Saint Augustine's University,Raleigh,NC,27610-2298,35.785468,-78.621301,0.3323,5,16896.0,16896.0
Salem College,Winston-Salem,NC,27101,36.086271,-80.241297,0.5625,5,32236.0,32236.0
Shaw University,Raleigh,NC,27601,35.771181,-78.637693,0.2025,5,17176.0,17176.0
St. Andrews University,Laurinburg,NC,28352,34.74563,-79.478567,0.2713,5,30800.0,30800.0
Southeastern Baptist Theological Seminary,Wake Forest,NC,27587-1889,35.981858,-78.513755,0.4643,5,10646.0,10646.0
Wake Forest University,Winston-Salem,NC,27106,36.133609,-80.277446,0.9087,5,64758.0,64758.0
Warren Wilson College,Swannanoa,NC,28778-2099,35.610328,-82.442619,0.4315,5,40290.0,40290.0
Wingate University,Wingate,NC,28174-0159,34.986064,-80.44305,0.4678,5,40196.0,40196.0
Carolina Christian College,Winston Salem,NC,27105,36.146168,-80.256252,0.0,5,9420.0,9420.0
Winston-Salem State University,Winston-Salem,NC,27110-0001,36.089554,-80.225033,0.4855,5,6735.0,17391.0
Western Carolina University,Cullowhee,NC,28723-9646,35.308979,-83.186258,0.5908,5,4532.0,8532.0
Rasmussen University-North Dakota,Fargo,ND,58103-7196,46.848362,-96.848937,0.5789,4,12715.0,12715.0
Bismarck State College,Bismarck,ND,58506-5587,46.821459,-100.816534,0.4803,4,5195.0,7279.0
Dickinson State University,Dickinson,ND,58601-4896,46.882917,-102.799679,0.4339,4,9118.0,11218.0
Nueta Hidatsa Sahnish College,New Town,ND,58763,47.983311,-102.472814,0.1707,4,3870.0,3870.0
University of Jamestown,Jamestown,ND,58405,46.914302,-98.698416,0.4402,4,24820.0,24820.0
University of Mary,Bismarck,ND,58504,46.723767,-100.75274,0.6819,4,21468.0,21468.0
Mayville State University,Mayville,ND,58257-1299,47.505415,-97.322554,0.4032,4,7935.0,9564.0
Minot State University,Minot,ND,58707,48.246961,-101.29861,0.4776,4,8634.0,8634.0
University of North Dakota,Grand Forks,ND,58202-8193,47.921654,-97.071738,0.6333,4,10951.0,15570.0
North Dakota State University-Main Campus,Fargo,ND,58108-6050,46.893127,-96.800838,0.6372,4,10857.0,15511.0
Sitting Bull College,Fort Yates,ND,58538-9721,46.085288,-100.674735,0.2388,4,4010.0,4010.0
Trinity Bible College and Graduate School,Ellendale,ND,58436-7105,46.001037,-98.517906,0.3878,4,18762.0,18762.0
Turtle Mountain Community College,Belcourt,ND,58316,48.883758,-99.750836,0.5447,4,2626.0,2626.0
United Tribes Technical College,Bismarck,ND,58504,46.767157,-100.755131,0.3377,4,4252.0,4252.0
Valley City State University,Valley City,ND,58072,46.918517,-98.00389,0.4813,4,8514.0,13478.0
Herzing University-Akron,Akron,OH,44306-3931,41.02817,-81.493109,0.2121,3,13420.0,13420.0
University of Akron Main Campus,Akron,OH,44325-2102,41.075923,-81.511167,0.4818,3,12799.0,17239.0
Allegheny Wesleyan College,Salem,OH,44460-9598,40.86722,-80.861232,0.4,3,6800.0,6800.0
Art Academy of Cincinnati,Cincinnati,OH,45202-1706,39.108805,-84.513913,0.4444,3,40250.0,40250.0
Ashland University,Ashland,OH,44805,40.861755,-82.321061,0.6059,3,28910.0,28910.0
Aultman College of Nursing and Health Sciences,Canton,OH,44710-1797,40.796186,-81.404053,0.5185,3,19854.0,19854.0
Baldwin Wallace University,Berea,OH,44017-2088,41.373017,-81.851145,0.6861,3,37938.0,37938.0
Bluffton University,Bluffton,OH,45817-2104,40.895606,-83.899439,0.4952,3,36298.0,36298.0
Bowling Green State University-Firelands,Huron,OH,44839-9791,41.397566,-82.594266,0.1016,3,6206.0,13895.0
Bowling Green State University-Main Campus,Bowling Green,OH,43403,41.375513,-83.640896,0.6277,3,14081.0,22070.0
Bryant & Stratton College-Parma,Parma,OH,44130-3151,41.404607,-81.781757,0.2069,3,19542.0,19542.0
Capital University,Columbus,OH,43209-2394,39.954875,-82.937867,0.6554,3,41788.0,41788.0
Case Western Reserve University,Cleveland,OH,44106,41.507419,-81.609596,0.8695,3,64671.0,64671.0
Cedarville University,Cedarville,OH,45314-0601,39.749237,-83.814692,0.7431,3,36078.0,36078.0
Central Ohio Technical College,Newark,OH,43055-1767,40.069314,-82.447441,0.2423,3,5136.0,7896.0
Central State University,Wilberforce,OH,45384-1004,39.715787,-83.880186,0.2557,3,7824.0,9824.0
The Christ College of Nursing and Health Sciences,Cincinnati,OH,45219-2989,39.121821,-84.509564,0.6,3,16394.0,16394.0
University of Cincinnati-Main Campus,Cincinnati,OH,45221-0063,39.131159,-84.51428,0.7155,3,13570.0,30582.0
Cincinnati State Technical and Community College,Cincinnati,OH,45223-2690,39.149915,-84.536936,0.2043,3,5400.0,9801.0
University of Cincinnati-Clermont College,Batavia,OH,45103,39.080645,-84.19437,0.246,3,6554.0,13786.0
University of Cincinnati-Blue Ash College,Blue Ash,OH,45236-1096,39.234333,-84.399956,0.1514,3,6992.0,15790.0
Ohio Christian University,Circleville,OH,43113-9487,39.613155,-82.904885,0.3571,3,23700.0,23700.0
Clark State College,Springfield,OH,45501-0570,39.896411,-83.799788,0.2465,3,4200.0,7809.0
Cleveland Institute of Art,Cleveland,OH,44106-1710,41.510435,-81.602416,0.6753,3,47880.0,47880.0
Cleveland Institute of Music,Cleveland,OH,44106-1776,41.512444,-81.608878,0.6852,3,42500.0,42500.0
Cleveland State University,Cleveland,OH,44115-2214,41.502281,-81.674355,0.4891,3,12613.0,17973.0
Columbus College of Art & Design,Columbus,OH,43215,39.966074,-82.989479,0.6133,3,39650.0,39650.0
Davis College,Toledo,OH,43604-2638,41.652922,-83.532589,0.0833,3,14130.0,14130.0
University of Dayton,Dayton,OH,45469,39.739547,-84.176113,0.8152,3,47600.0,47600.0
Defiance College,Defiance,OH,43512,41.296842,-84.357075,0.3667,3,38778.0,38778.0
Denison University,Granville,OH,43023,40.071505,-82.523272,0.8006,3,64000.0,64000.0
The University of Findlay,Findlay,OH,45840-3653,41.053344,-83.652313,0.6263,3,39646.0,39646.0
Franklin University,Columbus,OH,43215-5399,39.95831,-82.990375,0.3025,3,9577.0,9577.0
Gods Bible School and College,Cincinnati,OH,45202-6838,39.1153,-84.505703,0.5,3,7696.0,7696.0
Good Samaritan College of Nursing and Health Science,Cincinnati,OH,45220-2489,39.140348,-84.521196,0.75,3,15470.0,15470.0
Heidelberg University,Tiffin,OH,44883-2462,41.114833,-83.168387,0.4984,3,33628.0,33628.0
Hiram College,Hiram,OH,44234-0067,41.3107,-81.143981,0.5914,3,26265.0,26265.0
John Carroll University,University Heights,OH,44118-4538,41.490259,-81.531224,0.7649,3,49100.0,49100.0
Kent State University at Ashtabula,Ashtabula,OH,44004,41.888296,-80.830377,0.2584,3,7272.0,16744.0
Kent State University at East Liverpool,East Liverpool,OH,43920,40.616966,-80.576702,0.098,3,7272.0,16744.0
Kent State University at Stark,North Canton,OH,44720-7599,40.868568,-81.43731,0.3726,3,7272.0,16744.0
Kent State University at Trumbull,Warren,OH,44483,41.278748,-80.836233,0.2677,3,7272.0,16744.0
Kent State University at Tuscarawas,New Philadelphia,OH,44663-9403,40.467736,-81.407707,0.371,3,7272.0,16744.0
Kent State University at Salem,Salem,OH,44460,40.86408,-80.835458,0.2819,3,7272.0,16744.0
Kent State University at Kent,Kent,OH,44242-0001,41.146653,-81.342533,0.6545,3,12846.0,22316.0
Kent State University at Geauga,Burton,OH,44021,41.483727,-81.143085,0.2593,3,7272.0,16744.0
Kenyon College,Gambier,OH,43022,40.374408,-82.397977,0.8675,3,69330.0,69330.0
Kettering College,Kettering,OH,45429-1299,39.695052,-84.192006,0.65,3,15672.0,15672.0
Lake Erie College,Painesville,OH,44077-3389,41.717841,-81.251817,0.4194,3,36032.0,36032.0
James A. Rhodes State College,Lima,OH,45804,40.738347,-84.026319,0.3291,3,4657.0,9217.0
Lorain County Community College,Elyria,OH,44035-1691,41.413293,-82.073549,0.3272,3,4135.0,8730.0
Lourdes University,Sylvania,OH,43560-2898,41.710009,-83.706108,0.381,3,28930.0,28930.0
Malone University,Canton,OH,44709-3308,40.825662,-81.376863,0.5134,3,36120.0,36120.0
Marietta College,Marietta,OH,45750,39.41668,-81.450045,0.5809,3,38974.0,38974.0
Marion Technical College,Marion,OH,43302-5694,40.577017,-83.089156,0.2233,3,6475.0,11065.0
Mercy College of Ohio,Toledo,OH,43604-1132,41.658319,-83.552538,0.4464,3,18950.0,18950.0
Miami University-Hamilton,Hamilton,OH,45011,39.377448,-84.563385,0.2159,3,7278.0,18847.0
Miami University-Middletown,Middletown,OH,45042,39.523776,-84.35724,0.2454,3,7278.0,18847.0
Miami University-Oxford,Oxford,OH,45056,39.507757,-84.732954,0.8184,3,17809.0,40025.0
Mount Carmel College of Nursing,Columbus,OH,43222-1504,39.956625,-83.021501,0.7089,3,13890.0,13890.0
University of Mount Union,Alliance,OH,44601-3929,40.905256,-81.111029,0.6487,3,35400.0,35400.0
Mount Vernon Nazarene University,Mount Vernon,OH,43050-9500,40.372901,-82.471074,0.6364,3,35524.0,35524.0
Mount St. Joseph University,Cincinnati,OH,45233-1670,39.095893,-84.639453,0.5471,3,36650.0,36650.0
Zane State College,Zanesville,OH,43701-2626,39.96241,-82.031198,0.5297,3,5856.0,11466.0
Muskingum University,New Concord,OH,43762-1837,39.996585,-81.737127,0.5273,3,31440.0,31440.0
North Central State College,Mansfield,OH,44906-0698,40.798777,-82.581582,0.3418,3,4624.0,9102.0
Notre Dame College,Cleveland,OH,44121-4293,41.506894,-81.516617,0.3663,3,32606.0,32606.0
University of Northwestern Ohio,Lima,OH,45805,40.762917,-84.157004,0.5415,3,12930.0,12930.0
Oberlin College,Oberlin,OH,44074,41.291992,-82.216795,0.7948,3,64646.0,64646.0
Ohio Dominican University,Columbus,OH,43219,39.992764,-82.940689,0.479,3,34370.0,34370.0
Ohio Northern University,Ada,OH,45810-1599,40.7662,-83.827441,0.7418,3,37800.0,37800.0
Ohio State University-Lima Campus,Lima,OH,45804,40.738521,-84.02384,0.181,3,9212.0,34718.0
Ohio State University-Mansfield Campus,Mansfield,OH,44906,40.796536,-82.580194,0.1406,3,9212.0,34718.0
Ohio State University-Marion Campus,Marion,OH,43302-5695,40.577779,-83.090597,0.2566,3,9212.0,34718.0
Ohio State University-Newark Campus,Newark,OH,43055,40.069314,-82.447441,0.3088,3,9212.0,34718.0
Ohio State University-Main Campus,Columbus,OH,43201,39.999803,-83.007525,0.8773,3,12859.0,38365.0
Ohio University-Eastern Campus,Saint Clairsville,OH,43950,40.073392,-80.976073,0.2,3,6178.0,9170.0
Ohio University-Chillicothe Campus,Chillicothe,OH,45601-0629,39.329404,-83.002175,0.1213,3,6178.0,9170.0
Ohio University-Southern Campus,Ironton,OH,45638,38.524781,-82.666876,0.1929,3,6178.0,9170.0
Ohio University-Lancaster Campus,Lancaster,OH,43130-1037,39.738752,-82.586069,0.1371,3,6178.0,9170.0
Ohio University-Main Campus,Athens,OH,45701-2979,39.326798,-82.100985,0.6644,3,13746.0,24114.0
Ohio University-Zanesville Campus,Zanesville,OH,43701,39.96098,-82.031063,0.177,3,6178.0,9170.0
Ohio Wesleyan University,Delaware,OH,43015-2370,40.295963,-83.069757,0.6174,3,52357.0,52357.0
Otterbein University,Westerville,OH,43081,40.125327,-82.936444,0.6895,3,34899.0,34899.0
Pontifical College Josephinum,Columbus,OH,43235-1499,40.120735,-83.018829,0.2727,3,27829.0,27829.0
Professional Skills Institute,Maumee,OH,43537,41.584008,-83.672408,0.6739,3,14920.0,14920.0
Rabbinical College Telshe,Wickliffe,OH,44092,41.593533,-81.485261,0.5333,3,17900.0,17900.0
University of Rio Grande,Rio Grande,OH,45674,38.881764,-82.378852,0.3216,3,20560.0,20560.0
The Modern College of Design,Kettering,OH,45440,39.681305,-84.134269,0.6195,3,30548.0,30548.0
Shawnee State University,Portsmouth,OH,45662,38.730867,-82.993769,0.4298,3,9622.0,16157.0
Sinclair Community College,Dayton,OH,45402-1460,39.757598,-84.200628,0.3186,3,3435.0,8316.0
Franciscan University of Steubenville,Steubenville,OH,43952-1763,40.376919,-80.620524,0.7709,3,32630.0,32630.0
Tiffin University,Tiffin,OH,44883,41.118316,-83.184197,0.4295,3,32400.0,32400.0
University of Toledo,Toledo,OH,43606-3390,41.660572,-83.614714,0.5563,3,12377.0,21737.0
Ursuline College,Pepper Pike,OH,44124,41.497035,-81.465118,0.5325,3,37860.0,37860.0
Walsh University,North Canton,OH,44720-3396,40.873908,-81.369931,0.6169,3,34595.0,34595.0
Washington State Community College,Marietta,OH,45750,39.430824,-81.43392,0.3211,3,4128.0,4152.0
Wilberforce University,Wilberforce,OH,45384-1001,39.707291,-83.880595,0.1597,3,14776.0,14776.0
Wilmington College,Wilmington,OH,45177,39.444744,-83.818342,0.5508,3,30962.0,30962.0
Wittenberg University,Springfield,OH,45504,39.934029,-83.815445,0.5382,3,44602.0,44602.0
The College of Wooster,Wooster,OH,44691,40.81046,-81.934674,0.7356,3,59550.0,59550.0
Wright State University-Main Campus,Dayton,OH,45435-0001,39.780634,-84.064881,0.4586,3,11188.0,20606.0
Wright State University-Lake Campus,Celina,OH,45822-2952,40.546074,-84.509194,0.4247,3,7504.0,16922.0
Xavier University,Cincinnati,OH,45207-1092,39.149547,-84.47465,0.705,3,48125.0,48125.0
Youngstown State University,Youngstown,OH,44555-0001,41.104928,-80.64659,0.5291,3,10791.0,11151.0
Bacone College,Muskogee,OK,74403-1597,35.777082,-95.334046,0.0239,6,15060.0,15060.0
Oklahoma Wesleyan University,Bartlesville,OK,74006-6299,36.717453,-95.95671,0.2843,6,31466.0,31466.0
Southern Nazarene University,Bethany,OK,73008,35.513295,-97.629504,0.4879,6,29600.0,29600.0
Cameron University,Lawton,OK,73505-6377,34.606487,-98.434163,0.2154,6,6900.0,16320.0
University of Central Oklahoma,Edmond,OK,73034,35.6552,-97.471508,0.375,6,8522.0,19409.0
East Central University,Ada,OK,74820-6999,34.771934,-96.663849,0.3274,6,8032.0,17542.0
Randall University,Moore,OK,73160,35.300757,-97.491107,0.2055,6,17322.0,17322.0
Langston University,Langston,OK,73050,35.943982,-97.260317,0.175,6,6728.0,14255.0
Spartan College of Aeronautics and Technology,Tulsa,OK,74115,36.176642,-95.878902,0.6047,6,18828.0,18828.0
Northeastern State University,Tahlequah,OK,74464-2399,35.919939,-94.967229,0.372,6,7513.0,16633.0
Northwestern Oklahoma State University,Alva,OK,73717-2799,36.796658,-98.667673,0.3542,6,5970.0,11664.0
Oklahoma Christian University,Edmond,OK,73013,35.611412,-97.469526,0.5517,6,25900.0,25900.0
Oklahoma Panhandle State University,Goodwell,OK,73939-0430,36.594518,-101.638488,0.2613,6,7922.0,8673.0
Oklahoma State University-Main Campus,Stillwater,OK,74078-1015,36.123085,-97.069743,0.6589,6,10234.0,25754.0
Oklahoma State University-Oklahoma City,Oklahoma City,OK,73107-6195,35.474969,-97.581959,0.1321,6,3779.0,9564.0
Oklahoma Baptist University,Shawnee,OK,74804,35.360492,-96.932459,0.4973,6,34050.0,34050.0
Oklahoma City University,Oklahoma City,OK,73106-1402,35.495271,-97.541242,0.6419,6,33586.0,33586.0
University of Oklahoma-Norman Campus,Norman,OK,73019-3072,35.209407,-97.444211,0.753,6,9595.0,26665.0
Oklahoma State University Institute of Technology,Okmulgee,OK,74447-3901,35.626934,-95.940373,0.4215,6,5774.0,11384.0
Oral Roberts University,Tulsa,OK,74171,36.049129,-95.952547,0.539,6,34100.0,34100.0
Rogers State University,Claremore,OK,74017-3252,36.321437,-95.635718,0.2541,6,7392.0,15176.0
University of Science and Arts of Oklahoma,Chickasha,OK,73018-5322,35.031392,-97.95641,0.3626,6,9000.0,20190.0
Southeastern Oklahoma State University,Durant,OK,74701-3347,34.006808,-96.376864,0.3333,6,7200.0,16410.0
Southwestern Christian University,Bethany,OK,73008,35.513314,-97.63934,0.1271,6,21316.0,21316.0
Southwestern Oklahoma State University,Weatherford,OK,73096-3001,35.535281,-98.707768,0.3471,6,8295.0,8325.0
University of Tulsa,Tulsa,OK,74104-3189,36.152324,-95.945941,0.7331,6,48602.0,48602.0
Chemeketa Community College,Salem,OR,97305,44.978655,-122.978076,0.2215,8,6210.0,13905.0
Sumner College,Portland,OR,97220,45.574935,-122.576024,0.7895,8,,
Eastern Oregon University,La Grande,OR,97850,45.319795,-118.092495,0.3662,8,10671.0,24621.0
New Hope Christian College-Eugene,Eugene,OR,97405,44.032674,-123.15355,0.25,8,17620.0,17620.0
George Fox University,Newberg,OR,97132,45.303629,-122.967494,0.6868,8,40940.0,40940.0
Lewis & Clark College,Portland,OR,97219-7899,45.450882,-122.669137,0.7124,8,62350.0,62350.0
Linfield University,McMinnville,OR,97128-6894,45.201173,-123.199642,0.6515,8,49530.0,49530.0
Mount Angel Seminary,Saint Benedict,OR,97373,45.057871,-122.775405,0.3333,8,29694.0,29694.0
Mt Hood Community College,Gresham,OR,97030,45.514862,-122.396972,0.2605,8,5175.0,9675.0
Multnomah University,Portland,OR,97220,45.527139,-122.575557,0.5082,8,30310.0,30310.0
Bushnell University,Eugene,OR,97401-3745,44.047483,-123.079754,0.6176,8,34740.0,34740.0
Oregon Institute of Technology,Klamath Falls,OR,97601-8801,42.257152,-121.785177,0.5908,8,12687.0,35592.0
Oregon State University,Corvallis,OR,97331,44.56395,-123.274723,0.7063,8,13494.0,35664.0
University of Oregon,Eugene,OR,97403,44.045146,-123.075792,0.7148,8,15669.0,43302.0
Pacific Northwest College of Art,Portland,OR,97209-3404,45.526766,-122.678182,0.4568,8,47126.0,47126.0
Pacific University,Forest Grove,OR,97116,45.521394,-123.108777,0.6478,8,54466.0,54466.0
Portland State University,Portland,OR,97201,45.511601,-122.686289,0.5313,8,11238.0,30138.0
University of Portland,Portland,OR,97203-5798,45.572724,-122.726691,0.8042,8,54900.0,54900.0
Reed College,Portland,OR,97202-8199,45.480959,-122.630348,0.7592,8,67020.0,67020.0
Southern Oregon University,Ashland,OR,97520,42.185077,-122.695081,0.4418,8,12093.0,30723.0
Warner Pacific University,Portland,OR,97215,45.506265,-122.592498,0.8209,8,21010.0,21010.0
Corban University,Salem,OR,97317-9392,44.882399,-122.961129,0.6103,8,37208.0,37208.0
Willamette University,Salem,OR,97301,44.935457,-123.030537,0.7273,8,48268.0,48268.0
Western Oregon University,Monmouth,OR,97361-1394,44.852235,-123.238309,0.4483,8,11025.0,30735.0
Bryn Athyn College of the New Church,Bryn Athyn,PA,19009-0717,40.134393,-75.060808,0.4632,2,27804.0,27804.0
Albright College,Reading,PA,19612-5234,40.361351,-75.909742,0.4215,2,28794.0,28794.0
