INSTNM,CITY,STABBR,ZIP,LATITUDE,LONGITUDE,C150_4,REGION
Beulah Heights University,Atlanta,GA,30316,33.736993,-84.35768,0.1667,5
Brenau University,Gainesville,GA,30501-3668,34.303117,-83.821513,0.3536,5
Brewton-Parker College,Mount Vernon,GA,30445,32.185718,-82.586136,0.2349,5
College of Coastal Georgia,Brunswick,GA,31520-3644,31.181983,-81.486169,0.2556,5
Clayton  State University,Morrow,GA,30260-0285,33.594079,-84.328174,0.3539,5
Columbus State University,Columbus,GA,31907-5645,32.50096,-84.94106,0.4174,5
Covenant College,Lookout Mountain,GA,30750-4164,34.965161,-85.375066,0.7186,5
Dalton State College,Dalton,GA,30720-3797,34.774221,-85.002775,0.2959,5
South University-Savannah,Savannah,GA,31406,31.999481,-81.105531,0.2273,5
East Georgia State College,Swainsboro,GA,30401,32.594944,-82.309021,0.1376,5
Emmanuel University,Franklin Springs,GA,30639,34.283641,-83.14822,0.346,5
Emory University,Atlanta,GA,30322,33.790183,-84.325512,0.9176,5
Georgia Highlands College,Rome,GA,30161-3897,34.169791,-85.207356,0.2079,5
Fort Valley State University,Fort Valley,GA,31030-4313,32.537595,-83.89537,0.4519,5
Georgia Institute of Technology-Main Campus,Atlanta,GA,30332-0530,33.77242,-84.394832,0.9228,5
Georgia Southwestern State University,Americus,GA,31709-4693,32.054662,-84.217738,0.3191,5
Georgia College & State University,Milledgeville,GA,31061,33.082787,-83.231962,0.6157,5
Georgia Southern University,Statesboro,GA,30460-8126,32.426153,-81.784045,0.5205,5
Georgia State University,Atlanta,GA,30303-3083,33.7527,-84.38667,0.5372,5
University of Georgia,Athens,GA,30602,33.956262,-83.374039,0.8716,5
Gordon State College,Barnesville,GA,30204,33.04571,-84.154508,0.1731,5
LaGrange College,Lagrange,GA,30240-2999,33.038564,-85.043113,0.4176,5
Life University,Marietta,GA,30060,33.932781,-84.514729,0.3214,5
Herzing University-Atlanta,Atlanta,GA,30303,33.754218,-84.387251,0.2917,5
Mercer University,Macon,GA,31207,32.829134,-83.649392,0.7339,5
Morehouse College,Atlanta,GA,30314,33.745982,-84.414917,0.5267,5
Morris Brown College,Atlanta,GA,30314-4140,33.753707,-84.407668,1.0,5
Oglethorpe University,Atlanta,GA,30319-2797,33.875441,-84.333687,0.5392,5
Paine College,Augusta,GA,30901-3182,33.469545,-81.993225,0.2169,5
Piedmont University,Demorest,GA,30535-0010,34.566042,-83.542126,0.4146,5
Reinhardt University,Waleska,GA,30183-2981,34.319756,-84.554264,0.3562,5
Savannah College of Art and Design,Savannah,GA,31402-3146,32.072964,-81.09395,0.7048,5
Savannah State University,Savannah,GA,31404-5310,32.024781,-81.063377,0.2517,5
Shorter University,Rome,GA,30165,34.257543,-85.196529,0.3708,5
Spelman College,Atlanta,GA,30314-4399,33.745279,-84.411527,0.761,5
Thomas University,Thomasville,GA,31792,30.815576,-83.963587,0.2778,5
Toccoa Falls College,Toccoa Falls,GA,30598,34.593414,-83.357617,0.4601,5
Truett McConnell University,Cleveland,GA,30528,34.596306,-83.748911,0.4115,5
Valdosta State University,Valdosta,GA,31698,30.847402,-83.289282,0.4174,5
Wesleyan College,Macon,GA,31210-4462,32.876037,-83.715417,0.6056,5
University of West Georgia,Carrollton,GA,30118-0001,33.573621,-85.097762,0.4272,5
Young Harris College,Young Harris,GA,30582,34.933523,-83.84587,0.4566,5
Chaminade University of Honolulu,Honolulu,HI,96816-1578,21.28995,-157.807851,0.5814,8
University of Hawaii at Hilo,Hilo,HI,96720-4091,19.701189,-155.080847,0.4163,8
University of Hawaii at Manoa,Honolulu,HI,96822-2217,21.298598,-157.818979,0.6257,8
Hawaii Pacific University,Honolulu,HI,96813,21.310306,-157.859645,0.4121,8
University of Hawaii Maui College,Kahului,HI,96732-1617,20.88956,-156.477252,0.2734,8
University of Hawaii-West Oahu,Kapolei,HI,96707-4507,21.35531,-158.056403,0.4684,8
Boise Bible College,Boise,ID,83714-1220,43.658651,-116.291321,0.4815,7
Boise State University,Boise,ID,83725,43.604284,-116.203301,0.6187,7
Idaho State University,Pocatello,ID,83209,42.863832,-112.432312,0.383,7
University of Idaho,Moscow,ID,83844-2282,46.727406,-117.014167,0.609,7
The College of Idaho,Caldwell,ID,83605-4432,43.652284,-116.677992,0.6412,7
Lewis-Clark State College,Lewiston,ID,83501-2698,46.412199,-117.024875,0.4472,7
Northwest Nazarene University,Nampa,ID,83686-5897,43.562411,-116.565783,0.5993,7
Brigham Young University-Idaho,Rexburg,ID,83460-1690,43.818408,-111.782431,0.5508,7
College of Southern Idaho,Twin Falls,ID,83301,42.579837,-114.473901,0.3509,7
American Academy of Art College,Chicago,IL,60604-4302,41.87742,-87.624788,0.45,3
School of the Art Institute of Chicago,Chicago,IL,60603,41.88105,-87.625758,0.6402,3
Augustana College,Rock Island,IL,61201-2296,41.502365,-90.55057,0.7918,3
Aurora University,Aurora,IL,60506-4892,41.753631,-88.349023,0.5832,3
Blackburn College,Carlinville,IL,62626,39.287896,-89.870241,0.5241,3
Bradley University,Peoria,IL,61625-0001,40.696896,-89.616786,0.7214,3
Chicago State University,Chicago,IL,60628-1598,41.718446,-87.609384,0.1695,3
University of Chicago,Chicago,IL,60637,41.787994,-87.599539,0.9491,3
Columbia College Chicago,Chicago,IL,60605-1996,41.874261,-87.624667,0.4846,3
Concordia University-Chicago,River Forest,IL,60305-1499,41.898696,-87.809482,0.474,3
DePaul University,Chicago,IL,60604,41.877618,-87.62724,0.7,3
East-West University,Chicago,IL,60605,41.871309,-87.624793,0.2295,3
Eastern Illinois University,Charleston,IL,61920,39.479843,-88.175658,0.4517,3
Elmhurst University,Elmhurst,IL,60126-3296,41.897164,-87.945369,0.6519,3
Eureka College,Eureka,IL,61530,40.71482,-89.269624,0.4057,3
Governors State University,University Park,IL,60484,41.449103,-87.716441,0.196,3
Greenville University,Greenville,IL,62246,38.894162,-89.40824,0.5136,3
Hebrew Theological College,Skokie,IL,60077,42.010103,-87.760874,0.7308,3
University of Illinois Chicago,Chicago,IL,60607,41.871837,-87.650503,0.603,3
Benedictine University,Lisle,IL,60532-0900,41.777569,-88.097307,0.5095,3
University of Illinois Urbana-Champaign,Champaign,IL,61820-5711,40.104718,-88.229114,0.8489,3
Illinois Wesleyan University,Bloomington,IL,61702-2900,40.489901,-88.992014,0.8254,3
Illinois College,Jacksonville,IL,62650-2299,39.7313,-90.246171,0.6109,3
Illinois Institute of Technology,Chicago,IL,60616,41.8313,-87.627321,0.7244,3
Illinois State University,Normal,IL,61790-1000,40.509403,-88.990058,0.6632,3
Judson University,Elgin,IL,60123-1498,42.061754,-88.291336,0.5325,3
Knox College,Galesburg,IL,61401,40.943064,-90.373165,0.6751,3
Lake Forest College,Lake Forest,IL,60045-2338,42.249574,-87.827454,0.7042,3
Lewis University,Romeoville,IL,60446-2200,41.605432,-88.079032,0.6256,3
Lincoln Christian University,Lincoln,IL,62656-2111,40.148924,-89.346721,0.5823,3
Loyola University Chicago,Chicago,IL,60660,42.000765,-87.656872,0.7692,3
McKendree University,Lebanon,IL,62254-1291,38.608154,-89.816822,0.5954,3
Methodist College,Peoria,IL,61615,40.7804,-89.682864,0.75,3
Millikin University,Decatur,IL,62522-2084,39.842612,-88.976298,0.5907,3
Monmouth College,Monmouth,IL,61462-1998,40.914824,-90.63731,0.6014,3
Moody Bible Institute,Chicago,IL,60610-3284,41.897822,-87.633459,0.6199,3
National Louis University,Chicago,IL,60603,41.880093,-87.624699,0.3687,3
North Central College,Naperville,IL,60540,41.77576,-88.14279,0.7114,3
North Park University,Chicago,IL,60625-4895,41.975268,-87.709948,0.5596,3
Northern Illinois University,Dekalb,IL,60115-2828,41.933869,-88.766428,0.4965,3
Northwestern University,Evanston,IL,60208,42.050356,-87.679858,0.9589,3
Northeastern Illinois University,Chicago,IL,60625-4699,41.980399,-87.718983,0.1679,3
Olivet Nazarene University,Bourbonnais,IL,60914-2271,41.155237,-87.875165,0.6027,3
Principia College,Elsah,IL,62028-9799,38.948835,-90.350285,0.7619,3
Quincy University,Quincy,IL,62301-2699,39.938898,-91.385975,0.4274,3
Rockford University,Rockford,IL,61108-2311,42.270639,-89.019536,0.3826,3
Roosevelt University,Chicago,IL,60605-1394,41.876055,-87.624952,0.4099,3
Dominican University,River Forest,IL,60305,41.902678,-87.823003,0.6236,3
University of St Francis,Joliet,IL,60435-6188,41.532225,-88.096057,0.6463,3
Saint Xavier University,Chicago,IL,60655,41.707199,-87.714749,0.59,3
University of Illinois Springfield,Springfield,IL,62703-5407,39.729524,-89.616796,0.6137,3
St. Augustine College,Chicago,IL,60640-3501,41.972414,-87.662806,0.2775,3
Southern Illinois University-Carbondale,Carbondale,IL,62901-4512,37.714193,-89.217273,0.563,3
Southern Illinois University-Edwardsville,Edwardsville,IL,62026-1259,38.793949,-89.997779,0.5497,3
Telshe Yeshiva-Chicago,Chicago,IL,60625,41.975536,-87.71755,0.0769,3
Trinity Christian College,Palos Heights,IL,60463-0929,41.667687,-87.783973,0.6387,3
Trinity International University-Illinois,Deerfield,IL,60015-1283,42.197945,-87.880851,0.4565,3
VanderCook College of Music,Chicago,IL,60616-3731,41.836833,-87.629138,0.4667,3
Western Illinois University,Macomb,IL,61455,40.468086,-90.686899,0.4477,3
Wheaton College,Wheaton,IL,60187-5593,41.870176,-88.099643,0.8655,3
Anderson University,Anderson,IN,46012-3495,40.112768,-85.664315,0.4942,3
Ball State University,Muncie,IN,47306,40.203431,-85.409043,0.6327,3
Bethel University,Mishawaka,IN,46545-5591,41.678399,-86.194686,0.5721,3
Butler University,Indianapolis,IN,46208,39.8374,-86.172167,0.8015,3
Calumet College of Saint Joseph,Whiting,IN,46394,41.671008,-87.494123,0.299,3
DePauw University,Greencastle,IN,46135-1772,39.640904,-86.860363,0.8,3
Earlham College,Richmond,IN,47374-4095,39.823431,-84.915037,0.6794,3
University of Evansville,Evansville,IN,47722,37.971549,-87.531644,0.7127,3
Franklin College,Franklin,IN,46131-2623,39.478298,-86.047182,0.634,3
Goshen College,Goshen,IN,46526-4794,41.563582,-85.827795,0.6047,3
Grace College and Theological Seminary,Winona Lake,IN,46590-1274,41.22595,-85.814228,0.6991,3
Hanover College,Hanover,IN,47243,38.715642,-85.460051,0.6356,3
Holy Cross College,Notre Dame,IN,46556-0308,41.698996,-86.253822,0.2947,3
Huntington University,Huntington,IN,46750,40.898152,-85.497317,0.682,3
Purdue University Fort Wayne,Fort Wayne,IN,46805-1499,41.117278,-85.108962,0.3247,3
Indiana University-Indianapolis,Indianapolis,IN,46202-5143,39.772948,-86.172217,0.5387,3
University of Indianapolis,Indianapolis,IN,46227-3697,39.709571,-86.133969,0.5581,3
Indiana Institute of Technology,Fort Wayne,IN,46803-1228,41.078365,-85.116479,0.3139,3
University of Southern Indiana,Evansville,IN,47712,37.962374,-87.677214,0.5195,3
Indiana State University,Terre Haute,IN,47809,39.469073,-87.407846,0.4107,3
Indiana University-Kokomo,Kokomo,IN,46902-9003,40.460062,-86.132048,0.4475,3
Indiana University-South Bend,South Bend,IN,46615-7111,41.665324,-86.221991,0.3574,3
Indiana University-Bloomington,Bloomington,IN,47405-7000,39.16609,-86.526559,0.8117,3
Indiana University-Northwest,Gary,IN,46408-1197,41.557324,-87.337249,0.3685,3
Indiana University-Southeast,New Albany,IN,47150,38.345191,-85.819985,0.3341,3
Indiana University-East,Richmond,IN,47374-1289,39.868707,-84.881923,0.4536,3
Manchester University,North Manchester,IN,46962,41.01154,-85.762249,0.4484,3
Marian University,Indianapolis,IN,46222-1997,39.813233,-86.202643,0.6095,3
Indiana Wesleyan University-Marion,Marion,IN,46953-4974,40.517937,-85.667503,0.6633,3
Martin University,Indianapolis,IN,46218-0567,39.798144,-86.103953,0.3333,3
Mid-America College of Funeral Service,Jeffersonville,IN,47130,38.31209,-85.744696,0.5574,3
University of Notre Dame,Notre Dame,IN,46556,41.703058,-86.238959,0.9683,3
Oakland City University,Oakland City,IN,47660-1099,38.340891,-87.35144,0.7,3
Rose-Hulman Institute of Technology,Terre Haute,IN,47803-3920,39.483602,-87.326749,0.8169,3
University of Saint Francis-Fort Wayne,Fort Wayne,IN,46808-3994,41.087205,-85.177246,0.6067,3
Saint Mary-of-the-Woods College,Saint Mary of the Woods,IN,47876-1099,39.508546,-87.463791,0.5227,3
Saint Mary's College,Notre Dame,IN,46556,41.707274,-86.256947,0.7652,3
Taylor University,Upland,IN,46989-1001,40.456246,-85.497034,0.7656,3
Trine University,Angola,IN,46703-1764,41.632502,-85.008009,0.6761,3
Valparaiso University,Valparaiso,IN,46383,41.462239,-87.040172,0.6704,3
Vincennes University,Vincennes,IN,47591,38.686318,-87.523407,0.3473,3
Wabash College,Crawfordsville,IN,47933-0352,40.037588,-86.906,0.7706,3
Briar Cliff University,Sioux City,IA,51104,42.526443,-96.428444,0.4937,4
Buena Vista University,Storm Lake,IA,50588,42.642255,-95.208529,0.4729,4
Central College,Pella,IA,50219,41.401539,-92.922199,0.6916,4
Clarke University,Dubuque,IA,52001-3198,42.509475,-90.690487,0.5494,4
Coe College,Cedar Rapids,IA,52402-5092,41.988263,-91.658192,0.59,4
Cornell College,Mount Vernon,IA,52314-1098,41.924554,-91.423741,0.7167,4
Divine Word College,Epworth,IA,52045,42.441721,-90.934578,1.0,4
Dordt University,Sioux Center,IA,51250-1606,43.082527,-96.166562,0.6533,4
Drake University,Des Moines,IA,50311-4505,41.60129,-93.652163,0.7731,4
University of Dubuque,Dubuque,IA,52001,42.49726,-90.693428,0.4105,4
Emmaus Bible College,Dubuque,IA,52001-3096,42.508307,-90.706011,0.8167,4
Faith Baptist Bible College and Theological Seminary,Ankeny,IA,50023-2152,41.737082,-93.624422,0.6105,4
Graceland University-Lamoni,Lamoni,IA,50140,40.615966,-93.924893,0.3834,4
Grand View University,Des Moines,IA,50316,41.620039,-93.600954,0.5579,4
Grinnell College,Grinnell,IA,50112-1690,41.747952,-92.722094,0.8747,4
Orion Technical College,Davenport,IA,52807,41.56056,-90.528333,0.8049,4
Iowa State University,Ames,IA,50011-2103,42.026212,-93.648504,0.7547,4
University of Iowa,Iowa City,IA,52242-1316,41.661935,-91.536425,0.7306,4
Loras College,Dubuque,IA,52004-0178,42.503908,-90.679023,0.6985,4
Luther College,Decorah,IA,52101-1045,43.312304,-91.802809,0.75,4
Maharishi International University,Fairfield,IA,52557,41.017781,-91.967306,0.1765,4
Mercy College of Health Sciences,Des Moines,IA,50309-1239,41.594559,-93.626238,0.4857,4
Morningside University,Sioux City,IA,51106-1751,42.473891,-96.359464,0.5284,4
Mount Mercy University,Cedar Rapids,IA,52402-4797,42.001931,-91.650991,0.5588,4
Ashford University,San Diego,CA,92123,32.8273,-117.141961,0.0877,8
University of Northern Iowa,Cedar Falls,IA,50614-0005,42.514923,-92.459703,0.6894,4
Northwestern College,Orange City,IA,51041,42.999007,-96.058772,0.6357,4
Palmer College of Chiropractic,Davenport,IA,52803-5287,41.529021,-90.574607,0.0,4
Saint Ambrose University,Davenport,IA,52803-2898,41.54065,-90.579854,0.6285,4
St Luke's College,Sioux City,IA,51104-0263,42.520081,-96.404724,0.3333,4
Simpson College,Indianola,IA,50125,41.365503,-93.563471,0.6566,4
Upper Iowa University,Fayette,IA,52142-1857,42.838283,-91.799543,0.4147,4
Waldorf University,Forest City,IA,50436-1713,43.262923,-93.641714,0.2897,4
Wartburg College,Waverly,IA,50677-0903,42.7277,-92.483387,0.6682,4
William Penn University,Oskaloosa,IA,52577,41.310111,-92.647095,0.2924,4
Baker University,Baldwin City,KS,66006-0065,38.778712,-95.187346,0.5938,4
Benedictine College,Atchison,KS,66002-1499,39.573079,-95.113858,0.6507,4
Bethany College,Lindsborg,KS,67456-1897,38.580598,-97.67367,0.2867,4
Bethel College-North Newton,North Newton,KS,67117-1716,38.075169,-97.343256,0.4309,4
Central Christian College of Kansas,McPherson,KS,67460-5740,38.357978,-97.668597,0.2303,4
Donnelly College,Kansas City,KS,66102,39.112346,-94.649827,0.38,4
Emporia State University,Emporia,KS,66801-5415,38.414784,-96.179021,0.543,4
Fort Hays State University,Hays,KS,67601-4099,38.872156,-99.342503,0.4785,4
Barclay College,Haviland,KS,67059-0288,37.62012,-99.105351,0.5517,4
Friends University,Wichita,KS,67213,37.678459,-97.367048,0.6149,4
Haskell Indian Nations University,Lawrence,KS,66046-4800,38.938834,-95.232879,0.4259,4
Hesston College,Hesston,KS,67062-2093,38.134558,-97.433883,0.5741,4
Concorde Career College-Kansas City,Kansas City,MO,64114,38.936103,-94.602584,0.5693,4
Kansas Christian College,Overland Park,KS,66204-1975,38.994848,-94.666878,0.2857,4
University of Kansas,Lawrence,KS,66045,38.958549,-95.247567,0.6879,4
Newman University,Wichita,KS,67213-2097,37.672643,-97.37768,0.5377,4
Kansas State University,Manhattan,KS,66506,39.188648,-96.581077,0.7047,4
Kansas Wesleyan University,Salina,KS,67401-6146,38.813795,-97.607973,0.3846,4
Manhattan Christian College,Manhattan,KS,66502-4801,39.184806,-96.579383,0.5479,4
McPherson College,McPherson,KS,67460-1402,38.371422,-97.642996,0.52,4
MidAmerica Nazarene University,Olathe,KS,66062-1899,38.875244,-94.781526,0.4615,4
Ottawa University-Ottawa,Ottawa,KS,66067-3399,38.603173,-95.264187,0.2872,4
Pittsburg State University,Pittsburg,KS,66762,37.392071,-94.702473,0.5758,4
University of Saint Mary,Leavenworth,KS,66048-5082,39.279396,-94.906743,0.4406,4
Southwestern College,Winfield,KS,67156-2499,37.248608,-96.975405,0.3351,4
Sterling College,Sterling,KS,67579,38.219937,-98.208644,0.2903,4
Tabor College,Hillsboro,KS,67063-1799,38.34858,-97.199773,0.3289,4
Washburn University,Topeka,KS,66621,39.033778,-95.702222,0.5263,4
Wichita State University,Wichita,KS,67260-0124,37.718882,-97.292361,0.5143,4
Alice Lloyd College,Pippa Passes,KY,41844,37.335087,-82.875068,0.2636,5
Asbury University,Wilmore,KY,40390-1198,37.862029,-84.662606,0.65,5
Bellarmine University,Louisville,KY,40205-0671,38.219279,-85.704997,0.6775,5
Berea College,Berea,KY,40404-2182,37.57202,-84.292893,0.6204,5
Brescia University,Owensboro,KY,42301-3023,37.769041,-87.111639,0.4597,5
Campbellsville University,Campbellsville,KY,42718-2799,37.343342,-85.348943,0.4713,5
